Defect ID,Title,Screen,Pre-condition,Steps,Test Data,Expected Results,Actual Results,Priority,Severity,Date,Owner,TC ID,Build,System,Assign To,Status
DEF_BK_007,Panel booking ẩn sau xác nhận thành công,Màn hình Xuất vé đoàn,Đăng nhập thành công. Vừa xác nhận 1 đoàn.,"1. Đăng nhập ""letan01"" / ""123456"". Mở Đoàn khách.
2. Tìm + Xuất Vé + Có (thành công).
3. Quan sát panel.",Vừa xác nhận xong,"1. Đăng nhập thành công.
2. Xác nhận thành công.
3. Panel booking ẩn (pnlBookingInfo.Visible = false). Giao diện sạch.","Panel vẫn hiện thông tin đoàn cũ. Nút Xuất Vé vẫn nhấn được, nhấn lại ứng dụng bị văng vì dữ liệu đoàn đã bị xóa sau khi reset.",Medium,Major,2026-04-11,QA_NhiNT,BK_088,v3.1.0,WinForms C#,DEV_NhiNT,Open
DEF_BK_008,Enter trong ô tìm — SuppressKeyPress hoạt động (không tạo dòng mới),Màn hình Xuất vé đoàn,Đăng nhập thành công. Ô tìm kiếm đang có con trỏ chuột.,"1. Đăng nhập ""letan01"" / ""123456"". Mở Đoàn khách.
2. Gõ mã booking, nhấn Enter.
3. Quan sát ô tìm.",Gõ Enter trong hộp nhập liệu,"1. Đăng nhập thành công.
2. Gõ mã, nhấn Enter.
3. Hệ thống tìm kiếm. Ô tìm KHÔNG xuống dòng, KHÔNG có ký tự xuống dòng. SuppressKeyPress hoạt động đúng.",Nghe tiếng 'ting' (âm thanh Windows mặc định). Chưa chặn phím Enter trước khi xử lý.,Low,Cosmetic,2026-04-10,QA_NhiNT,BK_075,v3.1.0,WinForms C#,DEV_NhiNT,Open
DEF_BK_009,Booking không có Combo — hiện Chưa chọn gói,Màn hình Xuất vé đoàn,Đăng nhập thành công. Booking không có combo.,"1. Đăng nhập ""letan01"" / ""123456"". Mở Đoàn khách.
2. Tìm booking mà TenCombo = null hoặc trống.
3. Quan sát trường Combo.",Booking không chọn gói combo,"1. Đăng nhập thành công.
2. Tìm thấy.
3. Trường Combo hiện ""(Chưa chọn gói)"" chứ không phải trống hoặc null.",Trường Combo bị trống hoàn toàn. Nhân viên không biết chưa chọn hay lỗi hiển thị.,Low,Minor,2026-04-11,QA_NhiNT,BK_056,v3.1.0,WinForms C#,DEV_NhiNT,Open
DEF_BK_010,Booking trạng thái lạ (không phải 4 trạng thái expected) — hiện fallback,Màn hình Xuất vé đoàn,Đăng nhập thành công. Cơ sở dữ liệu có booking trạng thái không xác định.,"1. Đăng nhập ""letan01"" / ""123456"". Mở Đoàn khách.
2. Tìm booking có TrangThai = ""TEST_STATE"" (giá trị lạ).
3. Quan sát nhãn validation.",Trạng thái không nằm trong 4 trạng thái dự kiến,"1. Đăng nhập thành công.
2. Tìm thấy.
3. Nhãn validation: ""❌ Trạng thái không hợp lệ: TEST_STATE"". Nút Xuất Vé khóa. Fallback xử lý mọi trạng thái lạ.",Nhãn trạng thái trống. Nút Xuất Vé vẫn nhấn được vì không có xử lý cho trường hợp trạng thái lạ. Nhấn thì xác nhận được đoàn lỗi.,Medium,Major,2026-04-11,QA_NhiNT,BK_071,v3.1.0,WinForms C#,DEV_NhiNT,Open
DEF_RT_001,Đổi trạm — danh sách SP cập nhật theo trạm mới,Màn hình Thuê đồ,Đăng nhập thành công. Giỏ thuê có Phao bơi x2 (Trạm A).,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""thuedonv01"" / ""123456"".
3. Nhấn menu ""Thuê đồ"".
4. Chọn trạm A — hiện SP trạm A.
5. Đổi sang trạm B.
6. Quan sát danh sách SP.",Trạm A có Phao. Giỏ có hàng.,"1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Thuê đồ hiển thị.
4. SP trạm A.
5. Đổi trạm B.
6. Danh sách cập nhật: hiện SP thuộc trạm B. SP trạm A biến mất.",Giỏ vẫn giữ Phao bơi (trạm A) nhưng danh sách SP hiện trạm B. Khi thanh toán lưu sai thông tin trạm.,Medium,Major,2026-04-10,QA_NhiNT,RT_037,v3.1.0,WinForms C#,DEV_NhiNT,Open
DEF_RT_002,Thanh toán tiền mặt cho khách RFID — vẫn hoạt động,Màn hình Thuê đồ,Đăng nhập thành công. Quẹt RFID KH. Giỏ có hàng.,"1. Đăng nhập ""thuedonv01"" / ""123456"". Mở Thuê đồ.
2. Thêm SP. Quẹt RFID khách (ví đủ).
3. Nhấn ""Thanh toán tiền mặt"" thay vì ""Thanh toán ví"".
4. Quan sát.",KH có RFID nhưng chọn trả tiền mặt,"1. Đăng nhập thành công.
2. RFID gắn.
3. Nhấn TT tiền mặt.
4. Tạo đơn thuê bình thường. Ghi nhận thanh toán tiền mặt. Ví KHÔNG bị trừ (khách chọn trả tiền mặt dù có ví).",Phương thức thanh toán ghi thành RFID (hệ thống tự gán khi khách có thẻ). Ví bị trừ dù khách không muốn.,High,Major,2026-04-10,QA_NhiNT,RT_053,v3.1.0,WinForms C#,DEV_NhiNT,Open
DEF_RT_003,Phím F12 — Trả đủ nhanh tất cả,Màn hình Thuê đồ,Đăng nhập thành công. Tab Nhận Trả. Bảng hiện 3 phao đang thuê.,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""thuedonv01"" / ""123456"".
3. Nhấn menu ""Thuê đồ"".
4. Tab Nhận Trả. Quẹt RFID khách thuê 3 phao + 1 tủ.
5. Nhấn phím F12.
6. Quan sát cột Khách trả và Báo mất.",3 phao đang thuê. Tab Nhận Trả.,"1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Thuê đồ hiển thị.
4. Bảng: Phao 3, Tủ 1.
5. Nhấn F12.
6. Tất cả cột ""Khách trả"" tự động điền = SL đang thuê (Phao = 3, Tủ = 1). Báo mất = 0. Nhân viên chỉ cần nhấn ""Xác Nhận Trả"".",Nhấn F12 không có phản hồi. Cột Khách trả vẫn = 0. Tính năng phím tắt F12 chưa được kết nối.,Medium,Major,2026-04-11,QA_NhiNT,RT_023,v3.1.0,WinForms C#,DEV_NhiNT,Open
DEF_RT_004,Báo mất đồ — popup hỏi tiền đền bù,Màn hình Thuê đồ,Đăng nhập thành công. Báo mất 1 phao.,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""thuedonv01"" / ""123456"".
3. Nhấn menu ""Thuê đồ"".
4. Tab Nhận Trả. Quẹt RFID khách thuê 3 phao (cọc 200K/cái).
5. Nhập Trả = 2, Mất = 1.
6. Nhấn Xác Nhận Trả.
7. Quan sát popup.","Nhập chữ ""abc"" vào ô tiền phạt","1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Thuê đồ hiển thị.
4. Bảng: 3 phao.
5. Trả 2, mất 1.
6. Nhấn xác nhận.
7. Popup: ""Khách báo mất 1 cái Phao bơi. Tiền cọc: 200.000đ. Nhập tiền đền bù:"" (gợi ý mặc định = tiền cọc 200K). Có ô nhập số tiền phạt.","Lỗi khi đọc dữ liệu abc, popup bị văng. Hộp nhập liệu không kiểm tra dữ liệu đầu vào.",Medium,Major,2026-04-11,QA_NhiNT,RT_019,v3.1.0,WinForms C#,DEV_NhiNT,Open
DEF_RT_005,Hoàn cọc RFID — ví cộng lại chính xác,Màn hình Thuê đồ,Đăng nhập thành công. KH thuê 2 phao bằng ví: Thuê 100K + Cọc 400K = 500K.,"1. Đăng nhập ""thuedonv01"" / ""123456"". Mở Thuê đồ.
2. Khách thuê 2 phao (cọc 400K), ví 800K → sau thuê ví = 300K (trừ 500K gồm thuê+cọc).
3. Tab Nhận Trả. Quẹt RFID. Trả đủ 2 phao.
4. Xác nhận.
5. Kiểm tra ví.","Thuê 100K, Cọc 400K. Ví trước trả = 500K.","1. Đăng nhập thành công.
2. Ví sau thuê = 300K.
3. Trả đủ.
4. Hoàn cọc 400K.
5. Ví = 700K (300K + 400K). Chính xác.",Hoàn 500K (cọc + thuê). Hệ thống hoàn cả tiền thuê. Lỗ doanh thu.,Critical,Critical,2026-04-10,QA_NhiNT,RT_055,v3.1.0,WinForms C#,DEV_NhiNT,Open
DEF_RT_006,2 đơn thuê cùng lúc — mã biên lai khác nhau,Màn hình Thuê đồ,Đăng nhập thành công. 2 nhân viên trên 2 máy.,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""thuedonv01"" / ""123456"".
3. Nhấn menu ""Thuê đồ"".
4. Tạo đơn thuê 1: thanh toán → ghi nhận mã biên lai 1.
5. Tạo đơn thuê 2: thanh toán → ghi nhận mã biên lai 2.
6. So sánh 2 mã.",2 đơn cùng giây (14:30:22),"1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Tạo 2 đơn thuê liên tiếp.
4. Mã 1 sinh.
5. Mã 2 sinh.
6. Hai mã biên lai KHÁC NHAU (không trùng).",Mã biên lai trùng nhau. Cơ sở dữ liệu báo lỗi lưu trùng lặp.,Low,Minor,2026-04-11,QA_NhiNT,RT_042,v3.1.0,WinForms C#,DEV_NhiNT,Open
DEF_RT_007,Tab Giám sát — nhấp đúp → tab Nhận Trả load đúng đơn,Màn hình Thuê đồ,Đăng nhập thành công. Tab Giám sát có phiên KH A chưa trả.,"1. Đăng nhập ""thuedonv01"" / ""123456"". Mở Thuê đồ.
2. Tab Giám sát. Có phiên KH ""Nguyễn Văn A"" (3 phao chưa về).
3. Nhấp đúp vào dòng đó.
4. Quan sát tab Nhận Trả.",Phiên KH A - 3 phao chưa trả,"1. Đăng nhập thành công.
2. Dòng KH A.
3. Nhấp đúp.
4. Tab chuyển sang Nhận Trả. Bảng đã load sẵn: Phao bơi | Đang thuê: 3. RFID hoặc biên lai đã tự gắn. Nhân viên chỉ cần nhập số trả.",Tab chuyển nhưng bảng trống. Thông tin thẻ RFID / biên lai không tự gắn. Nhân viên phải quẹt lại RFID thủ công.,Medium,Minor,2026-04-11,QA_NhiNT,RT_066,v3.1.0,WinForms C#,DEV_NhiNT,Open
DEF_RT_008,Giá thuê dynamic — ngày thường vs cuối tuần kiểm tra,Màn hình Thuê đồ,Đăng nhập thành công. Hôm nay là thứ 7 (cuối tuần). Giá cuối tuần Phao = 70K.,"1. Đăng nhập ""thuedonv01"" / ""123456"". Mở Thuê đồ vào ngày thường.
2. Ghi nhận giá Phao = X.
3. Mở lại form vào ngày cuối tuần.
4. Ghi nhận giá Phao = Y.
5. So sánh.",Thứ 7. Giá cuối tuần = 70K.,"1. Đăng nhập thành công.
2. Giá ngày thường = X (VD: 50K).
3. Mở cuối tuần.
4. Giá cuối tuần = Y (VD: 70K).
5. Y > X (cuối tuần đắt hơn). Giá lấy từ BUS_BangGia.GetDynamicPrice() theo DateTime.Now.","Giá hiện 50.000đ (giá ngày thường). Không lấy giá theo ngày, hiện thẳng giá gốc mặc định.",High,Major,2026-04-10,QA_NhiNT,RT_078,v3.1.0,WinForms C#,DEV_NhiNT,Open
DEF_RT_009,Trả từng phần — trả 2/3 phao — phần còn lại giữ trạng thái Chưa trả,Màn hình Thuê đồ,Đăng nhập thành công. KH thuê 5 phao (cọc 200K/cái = 1.000K tổng).,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Đăng nhập bằng tài khoản ""thuedonv01"" / ""123456"".
3. Nhấn menu ""Thuê đồ"".
4. Tab Nhận Trả. Quẹt RFID khách thuê 3 phao.
5. Nhập Trả = 2, Mất = 0.
6. Nhấn Xác Nhận Trả.
7. Đợi bảng tải lại. Quan sát.",Thuê 5 phao. Cọc mỗi cái 200K. Trả 2.,"1. Phần mềm khởi động thành công.
2. Đăng nhập thành công.
3. Màn hình Thuê đồ hiển thị.
4. Bảng: 3 phao.
5. Trả 2.
6. Xác nhận.
7. Hoàn cọc 2×200K = 400K. Bảng tải lại còn: ""Phao bơi | Đang thuê: 1"". Phần chưa trả giữ nguyên trạng thái.","Hoàn 400K, số đúng nhưng phép tính chia tổng cọc / tổng số lượng. Nếu phiên có nhiều sản phẩm khác giá cọc thì chia sai, gây lệch vài ngàn.",Low,Minor,2026-04-11,QA_NhiNT,RT_022,v3.1.0,WinForms C#,DEV_NhiNT,Open
DEF_RT_010,Mở màn hình Thuê đồ — kiểm tra bố cục tổng thể,Màn hình Thuê đồ,Đăng nhập thành công. Dropdown trạm ở -- Chọn trạm cho thuê --.,"1. Mở phần mềm Quản lý Công viên Đại Nam từ desktop.
2. Tại màn hình đăng nhập, nhập tài khoản ""thuedonv01"", mật khẩu ""123456"", nhấn ""Đăng nhập"".
3. Nhấn menu ""Thuê đồ"" trên thanh điều hướng.
4. Quan sát bố cục tổng thể.",Chưa chọn trạm,"1. Phần mềm khởi động thành công.
2. Đăng nhập thành công, vào trang chính.
3. Màn hình Thuê đồ mở ra.
4. Bố cục gồm: (A) Tab ""Cho Thuê"" — dropdown chọn Trạm, danh sách sản phẩm cho thuê, giỏ thuê, tổng tiền (thuê + cọc), khu vực quẹt RFID, nút thanh toán. (B) Tab ""Nhận Trả"" — ô quẹt RFID hoặc quét mã biên lai, bảng đồ đang mượn, nút Xác nhận trả. (C) Tab ""Giám sát"" — danh sách phiên thuê chưa hoàn.","SP được thêm vào giỏ bình thường. Khi thanh toán, cơ sở dữ liệu ghi sai toàn bộ thông tin trạm.",Medium,Major,2026-04-10,QA_NhiNT,RT_001,v3.1.0,WinForms C#,DEV_NhiNT,Open
